ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
Medicated ( feat . Chevy Woods & Juicy J ),The Bluff ( feat . Cam ` Ron ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C.,O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:30,03:48,4-Dec-12,4-Dec-12
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ),Repeat ( Feat . Jessie J ),David Guetta,David Guetta,Nothing But the Beat,Nothing But The Beat [ Clean ],"Dance , Music , Rock , House , Electronic",Dance & Electronic,$1.29 ,$1.29 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,03:34,03:26,26-Aug-11,26-Aug-11
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Bloody War ( Album Version ( Edited ) ) [ feat . BG ] [ Clean ],David Guetta,David Banner,One Love ( Deluxe Version ),Certified ( Edited Version ),"Dance , Music",Rap & Hip-Hop,$1.29 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",02:51,04:27,21-Aug-09,20-Sep-05
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Gettin ' Over You ( Feat . Fergie & Lmfao ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,03:07,21-Aug-09,21-Aug-09
Bumpin ' the Night,Bumpin ' The Night,Florida Georgia Line,Florida Georgia Line,Anything Goes,Anything Goes,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",Country,$1.29 ,$1.29 ,"_ ã_ 2014 Big Machine Label Group , LLC","( C ) 2014 Republic Records , a Division of UMG Recordings , Inc. ( Republic Nashville )",03:42,03:41,14-Oct-14,14-Oct-14
Thriller ( Live From Hammersmith Palais ),Thriller ( Live From Hammersmith Palais ),Fall Out Boy,Fall Out Boy,Infinity On High ( Deluxe Edition ),Infinity On High - Deluxe Bonus EP,"Alternative , Music , Rock , Adult Alternative , Punk",Alternative Rock,$0.99 ,$0.99 ,2007 The Island Def Jam Music Group,( C ) 2007 The Island Def Jam Music Group,03:32,03:32,20-Nov-07,20-Nov-07
My Songs Know What You Did In the Dark ( Light Em Up ),My Songs Know What You Did In The Dark ( Light Em Up ) ( 2 Chainz Remix ),Fall Out Boy,Fall Out Boy,"Now That 's What I Call Music , Vol . 46",My Songs Know What You Did In The Dark ( Light Em Up ) ( 2 Chainz Remix ),"Pop , Music",Alternative Rock,Album Only,$1.29 ,"_ ã_ 2013 UMG Recordings , Inc. and Sony Music Entertainment",( C ) 2013 The Island Def Jam Music Group,03:06,03:30,7-May-13,13-Aug-13
Is It Love,Is It Love,P!NK,P!nk,Ca n't Take Me Home,Ca n't Take Me Home,"Pop , Music , Dance , R&B / Soul , Pop/Rock , Teen Pop , Contemporary R&B",Pop,$0.99 ,$0.99 ,"1999 , 2000 LaFace Records LLC","( C ) 2008 Concord Music Group , Inc.",03:38,03:38,5-May-97,17-May-99
Remark,Remark,Rachel Platten,Rachel Platten,Be Here,Be Here,"Pop , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Rock , Adult Alternative",Pop,$0.99 ,$0.99 ,"2011 Great Unknown , LLC","2014 Great Unknown , LLC",02:57,02:57,26-Apr-11,26-Apr-11
Dirty Vibe ( Ricky Remedy Remix ),Scary Monsters And Nice Sprites ( Noisa Remix ),Skrillex,Skrillex,Dirty Vibe ( Remixes ) - EP,Scary Monsters And Nice Sprites EP [ Explicit ],"Dance , Music","Electronica , Dance & Electronic , Dubstep",$1.29 ,$1.29 ,"2014 OWSLA/Big Beat Records , Inc. for the United States and WEA International Inc. for the world outside of the United States .",( c ) 2013 Digitop Ltd,03:42,03:24,15-Dec-14,21-Dec-10
Son of Sam ( Bonus Track ),Her Name Is Alice ( Bonus Track ),Shinedown,Shinedown,The Sound of Madness ( Deluxe Version ),The Sound Of Madness [ Explicit ] [ Deluxe ],"Rock , Music , Metal , Alternative , Grunge , Hard Rock",Rock,Album Only,$1.29 ,2008 Atlantic Recording Corp. for the United States and WEA International Inc. for the world outside of the United States,2005 Z Records,03:37,03:38,23-Jun-08,24-Jun-08
Songs Like This,This Time,Carrie Underwood,Carrie Underwood,Play On,Play On,"Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock",Country,$1.29 ,$1.29 ,"_ ã_ 2009 19 Recordings Limited , under exclusive license to Arista Nashville","( P ) 2009 19 Recordings Limited , under exclusive license to Arista Nashville",02:37,03:52,3-Nov-09,3-Nov-09
VHS Outro ( Interlude ),Smoke ( Interlude ) [ Explicit ],X Ambassadors,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,$1.29 ,$1.29 ,2015 KIDinaKORNER/Interscope Records,( C ) 2015 KIDinaKORNER/Interscope Records,01:25,00:24,30-Jun-15,30-Jun-15
If I Am a Stranger ( Live In Amsterdam ),Firecracker ( Live in Amsterdam ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Amsterdam ),"Singer/Songwriter , Music , Rock","Folk , Rock",$0.99 ,$0.99 ,2012 PAXAM RECORDS,2012 PAXAM RECORDS,05:10,03:17,2-Jul-12,2-Jul-12
If I Am a Stranger ( Live In Amsterdam ),Dirty Rain ( Live in Cork ),Ryan Adams,Ryan Adams,Live After Deaf ( Live ) [ Complete Collection ],Live After Deaf ( Collection ),"Singer/Songwriter , Music , Rock","Folk , Rock",$0.99 ,$0.99 ,2012 PAXAM RECORDS,2012 PAXAM RECORDS,05:10,04:24,2-Jul-12,2-Jul-12
Glasgow,Glasgow,David Guetta,David Guetta,Nothing But the Beat - The Electronic Album,Nothing But The Beat - The Electronic Album,"Dance , Music , Electronic , House , Rock",Dance & Electronic,$0.99 ,$0.99 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2009 Andy Henningsen,05:13,05:13,26-Aug-11,26-Aug-11
Remember You ( feat . The Weeknd ),Let It Go ( feat . Akon ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:20,04:18,4-Dec-12,4-Dec-12
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Choose ( Feat . Ne-Yo & Kelly Rowland ; Continuous Mix Version ),David Guetta,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music",Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,02:51,03:16,21-Aug-09,21-Aug-09
Make It Bun Dem ( Alvin Risk Remix ),Take __ There ( feat . Kiesza ) [ Felix Cartal Remix ],Skrillex & Damian `` Jr. . Gong '' Marley,Skrillex & Diplo,Make It Bun Dem After Hours ( Remixes ),Take __ There ( feat . Kiesza ) [ Remixes ],"Dance , Music , Electronic",Dance & Electronic,$1.29 ,$1.29 ,2012 OWSLA and Big Beat Records for the United States and WEA International for the world outside the United States .,2010 Robbins Entertainment LLC,03:58,04:22,28-Aug-12,23-Dec-14
You Belong With Me ( Instrumental With Background Vocals ),How You Get The Girl ( Karaoke Version ),Taylor Swift,Taylor Swift,Taylor Swift Karaoke : Fearless ( Instrumentals With Background Vocals ),Taylor Swift Karaoke : 1989,"Country , Music",Pop,$0.99 ,$1.29 ,"_ ã_ 2009 Big Machine Records , LLC","( C ) 2014 Big Machine Records , LLC",03:57,04:05,7-Apr-09,3-Mar-15
Stars Come Out ( Tim Mason Remix ),Stars Come Out ( Dillon Francis Remix ),Zedd,Zedd,Stars Come Out ( Remixes ) - EP,Stars Come Out [ Dillon Francis Remix ],"Dance , Music , Electronic , House",Dance & Electronic,$1.29 ,$1.29 ,2012 Dim Mak Inc.,2012 Dim Mak Inc.,05:49,04:08,20-May-14,20-May-14
Money Right ( feat . Rick Ross & Brisco ),Elevator ( feat . Timbaland ),Flo Rida,Flo Rida,Mail On Sunday,Mail On Sunday [ Clean ],"Hip-Hop/Rap , Music , Pop , Dirty South","Rap & Hip-Hop , Southern Rap , Pop Rap",$1.29 ,$1.29 ,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2013 Warner Bros. . Records Inc.,03:16,03:50,18-Mar-08,18-Mar-08
I Almost Do,I Almost Do,Taylor Swift,Taylor Swift,Red,Red,"Country , Music , Rock , Contemporary Country , Honky Tonk , Pop , Teen Pop",Country,$1.29 ,$1.29 ,"_ ã_ 2012 Big Machine Records , LLC .","( C ) 2012 Big Machine Records , LLC .",04:04,04:02,22-Oct-12,30-Oct-12
Whateva ( feat . Monty ),My Way ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,03:33,,25-Sep-15
The Nature of Evil,"Bard , a Man of Lake-town ( Extended Version )",Howard Shore,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],"Soundtrack , Music , Soundtrack , Classical , Original Score",Soundtracks,$1.29 ,$1.29 ,_ ã_ 2013 WaterTower Music,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,03:20,03:18,10-Dec-13,10-Dec-13
The A Team ( Live ),The A Team,Ed Sheeran,Ed Sheeran,iTunes Festival : London 2012 - EP,The A Team ( EP ),"Singer/Songwriter , Music",Pop,$1.99 ,$1.29 ,2012 Warner Music UK LImited,Sam Hunt & David Kilgour / Bandit King Records,05:01,04:18,3-Sep-12,6-Dec-11
Because of Your Love,Fall in Love ( Remix ),Kenny Chesney,Kenny Chesney,Greatest Hits,Greatest Hits,"Country , Music , Contemporary Country , Urban Cowboy",Country,$0.99 ,$0.99 ,2000 BMG Entertainment,( C ) 2014 La industria Inc,04:16,02:37,26-Sep-00,26-Sep-00
Thriller ( Live From Hammersmith Palais ),"This Ai n't A Scene , It 's An Arms Race ( Live From Hammersmith Palais )",Fall Out Boy,Fall Out Boy,Infinity On High ( Deluxe Edition ),Infinity On High - Deluxe Bonus EP,"Alternative , Music , Rock , Adult Alternative , Punk",Alternative Rock,$0.99 ,$1.29 ,2007 The Island Def Jam Music Group,( C ) 2007 The Island Def Jam Music Group,03:32,03:23,20-Nov-07,20-Nov-07
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Lovers on the Sun ( feat . Sam Martin ),David Guetta,David Guetta,Listen ( Deluxe Version ),Listen ( Deluxe ),"Dance , Music , Rock , House , Electronic , French Pop",Dance & Electronic,$1.29 ,$1.29 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .",2015 If Moving Your Mine,03:20,03:23,24-Nov-14,24-Nov-14
Remember You ( feat . The Weeknd ),You And Your Friends ( feat . Snoop Dogg & Ty Dolla $ ign ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,O.N.I.F.C. ( Deluxe Version ),Blacc Hollywood ( Deluxe ) [ Explicit ],"Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap",Rap & Hip-Hop,$1.99 ,$1.29 ,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,05:20,03:06,4-Dec-12,19-Aug-14
Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ],Fast Life ( Album Version ( Explicit ) ) [ feat . AX ] [ Explicit ],David Guetta,David Banner,Listen ( Deluxe Version ),Mississippi-The Album ( Explicit Version ),"Dance , Music , Rock , House , Electronic , French Pop",Pop,$1.29 ,$0.99 ,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved .","( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",03:20,04:52,24-Nov-14,20-May-03
I Do n't Need No B **** ( feat . Devin the Dude & Kobe Honeycutt ),Platinum ( ( Feat . R. Kelly ) [ Edited ] ),Snoop Dogg,Snoop Dogg,Doggumentary,Doggumentary [ Edited ],"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap","Rap & Hip-Hop , West Coast",$1.29 ,$1.29 ,"_ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .","( C ) 2011 Capitol Records , LLC",03:59,04:29,29-Mar-11,29-Mar-11
"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Fly From The Inside,Shinedown,Shinedown,Leave a Whisper ( Deluxe Version ),Leave A Whisper,"Rock , Music , Hard Rock , Alternative",Rock,$1.29 ,$1.29 ,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,2015 Mad Decent,03:59,03:55,27-May-03,27-May-03
Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],Play Hard ( feat . Ne-Yo & Akon ) [ Albert Neve Remix ],David Guetta & Rihanna,David Guetta,Who 's That Chick ( feat . Rihanna ) - EP,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],"House , Music , Dance , Rock , Electronic",Dance & Electronic,$0.99 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",02:45,06:52,3-Dec-10,22-Mar-13
Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ],Take __ There ( feat . Kiesza ),Skrillex & Diplo,"Skrillex , Diplo",Skrillex and Diplo Present Jack '``,Skrillex and Diplo present Jack __ [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",Dance & Electronic,$1.29 ,$1.29 ,2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company,2012 Knight Skreams,03:30,03:30,24-Feb-15,24-Feb-15
Peer Pressure ( feat . Traci Nelson ),Boom ( ( Feat . T-Pain ) [ Edited ] ),Snoop Dogg,Snoop Dogg,Doggumentary,Doggumentary [ Edited ],"Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap","Rap & Hip-Hop , West Coast",$1.29 ,$1.29 ,"_ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .","( C ) 2011 Capitol Records , LLC",04:07,03:50,29-Mar-11,29-Mar-11
Second Chance ( Live Acoustic from Kansas City ),Miracle ( The Live Room ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),The Warner Sound Live Room EP,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:06,03:35,18-Apr-11,28-May-13
Second Chance ( Live Acoustic from Kansas City ),Bully ( The Live Room ),Shinedown,Shinedown,Somewhere In the Stratosphere ( Live ),The Warner Sound Live Room EP,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:06,04:02,18-Apr-11,28-May-13
Happily,Happily,One Direction,One Direction,Midnight Memories ( Deluxe Edition ),Midnight Memories,"Pop , Music , Rock , Teen Pop , Pop/Rock , Dance",Pop,$1.29 ,$1.29 ,_ ã_ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,"( C ) 2014 Disney Enterprises , Inc.",02:55,02:55,25-Nov-13,25-Nov-13
Whateva ( feat . Monty ),Rewind ( feat . Monty ) [ Explicit ],Fetty Wap,Fetty Wap,Fetty Wap ( Deluxe ),Fetty Wap [ Explicit ],"Hip-Hop/Rap , Music , Rap",Rap & Hip-Hop,Album Only,$1.29 ,2015 300 Entertainment/RGF Productions,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",05:11,05:36,,25-Sep-15
True Colors ( feat . Nicki Minaj ),True Colors ( feat . Nicki Minaj ) [ Explicit ],Wiz Khalifa,Wiz Khalifa,Blacc Hollywood,Blacc Hollywood [ Explicit ],"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock",Rap & Hip-Hop,$1.29 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,04:15,04:15,19-Aug-14,19-Aug-14
Talkin ' 2 Myself ( feat . Kobe ),No Love [ feat . Lil Wayne ] [ Explicit ],Eminem,Eminem,Recovery ( Deluxe Edition ),Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ],"Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap","Gangsta & Hardcore , Rap & Hip-Hop",$1.29 ,$1.29 ,_ ã_ 2010 Aftermath Records,( C ) 2010 Aftermath Records,05:00,04:59,21-Jun-10,21-Jun-10
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],Fly ( Explicit ) [ feat . Jazze Pha ],David Guetta,David Banner,One Love ( Deluxe Version ),The Greatest Story Ever Told ( Explicit Version ),"Dance , Music",Rap & Hip-Hop,$1.29 ,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2012 Universal Republic Records , a division of UMG Recordings , Inc.",02:51,03:10,21-Aug-09,15-Jul-08
Thrift Shop ( feat . Wanz ),Thrift Shop ( feat . Wanz ) [ Explicit ],Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),The Heist [ Deluxe Edition ] [ Explicit ],"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",Rap & Hip-Hop,$1.29 ,$1.29 ,"_ ã_ 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,03:55,03:55,1-Aug-12,9-Oct-12
Stars Come Out ( Tim Mason Remix ),Beautiful Now ( Marshmello Remix ) [ feat . Jon Bellion ],Zedd,Zedd,Stars Come Out ( Remixes ) - EP,Beautiful Now ( Remixes ),"Dance , Music , Electronic , House",Dance & Electronic,$1.29 ,$1.29 ,2012 Dim Mak Inc.,( C ) 2015 Interscope Records,05:49,03:16,20-May-14,10-Jul-15
Cowboy Boots,Cowboy Boots,Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist,The Heist [ Explicit ],"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",Rap & Hip-Hop,$1.29 ,$1.29 ,"2012 2012 Macklemore , LLC .",2014 Selena Garcia & Steven Gomez,04:17,04:17,9-Oct-12,9-Oct-12
Obsession ( feat . JD Davis & Miss B ),Memories ( Feat . Kid Cudi ),David Guetta,David Guetta,Pop Life ( Extended Version ) [ Bonus Version ],One Love ( Deluxe Version ),"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",Dance & Electronic,Album Only,$1.29 ,_ ã_ 2007 Gum Records,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,03:06,03:30,18-Sep-07,21-Aug-09
