ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
"report on the first international workshop an efficient web-based information systems omar boucelma , zoé lacroix sigmod record","report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,,,acm sigmod record,2003,1996
report on first international workshop on real-time database systems 1996,"secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998","sang hyuk son , kwei-jay lin , azer bestavros",,sigmod record,,,
"deeds towards a distributed and active real-time database system joakim eriksson , jonas mellin , sten andler , mikael berndtsson , bengt eftring , jörgen hansson sigmod record 1996","secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998",,,,,,
a database system for real-time event aggregation in telecommunication vldb,"secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998","henry f. korth , jerry baulier , abraham silberschatz , stephen blott",,,,1998,
"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference","secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998",,,,,1997,
an annotated bibliography on real-time database systems 1995,"secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998",özgür ulusoy,,sigmod record,,,
applying update streams in a soft real-time database system 1995,"secure buffering in firm real-time database systems binto george , jayant r. haritsa very large data bases 1998","brad adelberg , hector garcia-molina , ben kao",,sigmod conference,,,
report on first international workshop on real-time database systems 1996,index concurrency control in firm real-time database systems,"sang hyuk son , kwei-jay lin , azer bestavros","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",sigmod record,very large data bases,,1995
"secure buffering in firm real-time database systems binto george , jayant r. haritsa 1998",index concurrency control in firm real-time database systems,,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",vldb,very large data bases,,1995
concurrency control in hierarchical multidatabase systems,index concurrency control in firm real-time database systems,"henry f. korth , abraham silberschatz , sharad mehrotra","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",vldb j.,very large data bases,1997,1995
"secure transaction processing in firm real-time database systems binto george , jayant r. haritsa sigmod conference",index concurrency control in firm real-time database systems,,"brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",,very large data bases,1997,1995
index concurrency control in firm real-time database systems vldb 1995,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa","brajesh goyal , jayant r. haritsa , s. seshadri , v. srinivasan",,very large data bases,,1995
report on first international workshop on real-time database systems 1996,secure buffering in firm real-time database systems 2000,"sang hyuk son , kwei-jay lin , azer bestavros","binto george , jayant r. haritsa",sigmod record,the vldb journal -- the international journal on very large data bases,,
a database system for real-time event aggregation in telecommunication vldb,secure buffering in firm real-time database systems 2000,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott","binto george , jayant r. haritsa",,the vldb journal -- the international journal on very large data bases,1998,
report on first international workshop on real-time database systems 1996,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) acm sigmod record 2003,"sang hyuk son , kwei-jay lin , azer bestavros","hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",sigmod record,,,
report on the 8th international workshop on knowledge representation meets databases ( krdb ) 2001,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) acm sigmod record 2003,"dan suciu , maurizio lenzerini , daniele nardi , werner nutt","hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",sigmod record,,,
krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) acm sigmod record 2003,"alexander borgida , martin staudt , vinay k. chaudhri","hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",sigmod record,,,
report on first international workshop on real-time database systems 1996,"olap , relational , and multidimensional database systems acm sigmod record","sang hyuk son , kwei-jay lin , azer bestavros",george colliat,sigmod record,,,1996
the ecrc multi database system sigmod conference,"olap , relational , and multidimensional database systems acm sigmod record","heribert schütz , willem jonker",george colliat,,,1995,1996
materialized views selection in a multidimensional database vldb,"olap , relational , and multidimensional database systems acm sigmod record","ernest teniente , elena baralis , stefano paraboschi",george colliat,,,1997,1996
implementation of magic-sets in a relational database system sigmod conference,"olap , relational , and multidimensional database systems acm sigmod record","inderpal singh mumick , hamid pirahesh",george colliat,,,1994,1996
on the costs of multilingualism in database systems vldb 2003,"olap , relational , and multidimensional database systems acm sigmod record","a. kumaran , jayant r. haritsa",george colliat,,,,1996
"olap , relational , and multidimensional database systems george colliat sigmod record 1996","olap , relational , and multidimensional database systems acm sigmod record",,george colliat,,,,1996
cost estimation of user-defined methods in object-relational database systems 1999,"olap , relational , and multidimensional database systems acm sigmod record","kinji ono , jihad boulos",george colliat,sigmod record,,,1996
ensuring relaxed atomicity for flexible transactions in multidatabase systems sigmod conference 1994,"olap , relational , and multidimensional database systems acm sigmod record","bharat k. bhargava , aidong zhang , marian h. nodine , omran a. bukhres",george colliat,,,,1996
"analysis of n-dimensional quadtrees using the hausdorff fractal dimension christos faloutsos , volker gaede",analysis of n-dimensional quadtrees using the hausdorff fractal dimension very large data bases 1996,,"christos faloutsos , volker gaede",vldb,,1996,
data mining with optimized two-dimensional association rules,"integrating association rule mining with relational database systems : alternatives and implications sunita sarawagi , shiby thomas , rakesh agrawal","takeshi tokuyama , yasuhiko morimoto , shinichi morishita , takeshi fukuda",,acm trans . database syst .,international conference on management of data,2001,1998
sampling large databases for association rules 1996,"integrating association rule mining with relational database systems : alternatives and implications sunita sarawagi , shiby thomas , rakesh agrawal",hannu toivonen,,vldb,international conference on management of data,,1998
