ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year
interaction of query evaluation and buffer management for information retrieval,research activities in database management and information retrieval at university of illinois at chicago,"björn þór jónsson , divesh srivastava , michael j. franklin","isabel cruz , ashfaq khokhar , bing liu , prasad sistla , ouri wolfson , clement yu",sigmod conference,acm sigmod record,1998,2002
bifocal sampling for skew-resistant join size estimation,applying the golden rule of sampling for query estimation,"abraham silberschatz , sumit ganguly , yossi matias , phillip b. gibbons","yi-leh wu , divyakant agrawal , amr el abbadi",sigmod conference,international conference on management of data,1996,2001
mining long sequential patterns in a noisy environment,mining long sequential patterns in a noisy environment,"wei wang , philip s. yu , jiong yang , jiawei han","jiong yang , wei wang , philip s. yu , jiawei han",sigmod conference,international conference on management of data,2002,2002
managing web data,managing web data,dan suciu,dan suciu,sigmod conference,international conference on management of data,1999,1999
algorithms for mining association rules for binary segmentations of huge categorical databases,discovery of multiple-level association rules from large databases,"kunikazu yoda , hirofumi matsuzawa , takeshi tokuyama , yasuhiko morimoto , takeshi fukuda","jiawei han , yongjian fu",vldb,very large data bases,1998,1995
interaction of query evaluation and buffer management for information retrieval,a study on the management of semantic transaction for efficient data retrieval,"björn þór jónsson , divesh srivastava , michael j. franklin","shi ming huang , irene kwan , chih he li",sigmod conference,acm sigmod record,1998,2002
supporting exceptions to schema consistency to ease schema evolution in oodbms,type-safe relaxing of schema consistency rules for flexible modelling in oodbms,"eric dujardin , eric simon , marie-jo bellosta , eric amiel","eric amiel , marie-jo bellosta , eric dujardin , eric simon",vldb,the vldb journal -- the international journal on very large data bases,1994,1996
caching technologies for web applications,caching strategies for data-intensive web sites,c. mohan,"khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",vldb,very large data bases,2001,2000
caching strategies for data-intensive web sites,caching strategies for data-intensive web sites,"khaled yagoub , patrick valduriez , valérie issarny , daniela florescu","khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",vldb,very large data bases,2000,2000
building and customizing data-intensive web sites using weave,caching strategies for data-intensive web sites,"valérie issarny , patrick valduriez , khaled yagoub , daniela florescu","khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",vldb,very large data bases,2000,2000
enabling dynamic content caching for database-driven web sites,caching strategies for data-intensive web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan","khaled yagoub , daniela florescu , val &#233; rie issarny , patrick valduriez",sigmod conference,very large data bases,2001,2000
multi-dimensional database allocation for parallel data warehouses,parallel algorithms for high-dimensional similarity joins for data mining applications,"holger märtens , erhard rahm , thomas stöhr","john c. shafer , rakesh agrawal",vldb,very large data bases,2000,1997
combi-operator : database support for data mining applications,parallel algorithms for high-dimensional similarity joins for data mining applications,"wolfgang lehner , alexander hinneburg , dirk habich","john c. shafer , rakesh agrawal",vldb,very large data bases,2003,1997
"cosima - your smart , speaking e-salesperson","cosima - your smart , speaking e-salesperson","werner kie_ling , thorsten ehm , stefan holland , stefan fischer 0003","werner kie &#946; ling , stefan holland , stefan fischer , thorsten ehm",sigmod conference,international conference on management of data,2001,2001
dalí : a high performance main memory storage manager,xmas : an extensible main-memory storage system for high-performance applications,"s. sudarshan , h. v. jagadish , rajeev rastogi , abraham silberschatz , daniel f. lieuwen","jang ho park , yong sik kwon , ki hong kim , sang ho lee , byoung dae park , sang kyun cha",vldb,international conference on management of data,1994,1998
hyperstorm - administering structured documents using object-oriented database technology,hyperstorm-administering structured documents using object-oriented database technology,"karl aberer , klemens böhm","klemens b &#246; hm , karl aberer",sigmod conference,international conference on management of data,1996,1996
efficient user-adaptable similarity search in large multimedia databases,efficient similarity search for market basket data,"thomas seidl , hans-peter kriegel","alexandros nanopoulos , yannis manolopoulos",vldb,the vldb journal -- the international journal on very large data bases,1997,2002
metadata for multimedia documents,hyperfile : a data and query model for documents,"thomas c. rakow , klemens böhm","chris clifton , hector garcia-molina , david bloom",sigmod record,the vldb journal -- the international journal on very large data bases,1994,1995
executing sql over encrypted data in the database-service-provider model,executing sql over encrypted data in the database-service-provider model,"hakan hacigümüs , chen li , sharad mehrotra , balakrishna r. iyer","hakan hacig &#252; m &#252; &#351; , bala iyer , chen li , sharad mehrotra",sigmod conference,international conference on management of data,2002,2002
semantic video indexing : approach and issue,semantic video indexing : approach and issues,arun hampapur,arun hampapur,sigmod record,acm sigmod record,1999,1999
the mlpq/gis constraint database system,introduction to constraint databases,"yuguo liu , yiming li , pradip kanjamala , rui chen , yonghui wang , peter z. revesz",bart kuijpers,sigmod conference,acm sigmod record,2000,2002
a raster approximation for processing of spatial joins,a raster approximation for processing of spatial joins,"jano moreira de souza , geraldo zimbrao","geraldo zimbrao , jano moreira de souza",vldb,very large data bases,1998,1998
a raster approximation for processing of spatial joins,searching in metric spaces by spatial approximation,"jano moreira de souza , geraldo zimbrao",gonzalo navarro,vldb,the vldb journal -- the international journal on very large data bases,1998,2002
crawling the hidden web,crawling the hidden web,"sriram raghavan , hector garcia-molina","sriram raghavan , hector garcia-molina",vldb,very large data bases,2001,2001
coma - a system for flexible combination of schema matching approaches,a survey of approaches to automatic schema matching,"erhard rahm , hong hai do","erhard rahm , philip a. bernstein",vldb,the vldb journal -- the international journal on very large data bases,2002,2001
discover : keyword search in relational databases,dbminer : interactive mining of multiple-level knowledge in relational databases,"vagelis hristidis , yannis papakonstantinou","jaiwei han , youngjian fu , wei wang , jenny chiang , osmar r. za &#239; ane , krzysztof koperski",vldb,international conference on management of data,2002,1996
discovery of multiple-level association rules from large databases,dbminer : interactive mining of multiple-level knowledge in relational databases,"jiawei han , yongjian fu","jaiwei han , youngjian fu , wei wang , jenny chiang , osmar r. za &#239; ane , krzysztof koperski",vldb,international conference on management of data,1995,1996
