ltable_id,rtable_id,ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_venue,rtable_venue,ltable_year,rtable_year,label
1950,810,on the computation of multidimensional aggregates,explaining differences in multidimensional aggregates,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan",sunita sarawagi,vldb,very large data bases,1996,1999,0
1598,810,efficient concurrency control in multidimensional access methods,explaining differences in multidimensional aggregates,"sharad mehrotra , kaushik chakrabarti",sunita sarawagi,sigmod conference,very large data bases,1999,1999,0
900,810,storage estimation for multidimensional aggregates in the presence of hierarchies,explaining differences in multidimensional aggregates,"jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande",sunita sarawagi,vldb,very large data bases,1996,1999,0
2292,810,an array-based algorithm for simultaneous multidimensional aggregates,explaining differences in multidimensional aggregates,"jeffrey f. naughton , yihong zhao , prasad deshpande",sunita sarawagi,sigmod conference,very large data bases,1997,1999,0
1950,2075,on the computation of multidimensional aggregates,on the computation of relational view complements,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan","jens lechtenb &#246; rger , gottfried vossen",vldb,acm transactions on database systems ( tods ),1996,2003,0
341,2075,implementation of magic-sets in a relational database system,on the computation of relational view complements,"inderpal singh mumick , hamid pirahesh","jens lechtenb &#246; rger , gottfried vossen",sigmod conference,acm transactions on database systems ( tods ),1994,2003,0
1552,2075,on the computation of relational view complements,on the computation of relational view complements,"gottfried vossen , jens lechtenbörger","jens lechtenb &#246; rger , gottfried vossen",acm trans . database syst .,acm transactions on database systems ( tods ),2003,2003,1
1308,2075,on completeness of historical relational query languages,on the computation of relational view complements,"james clifford , albert croker , alexander tuzhilin","jens lechtenb &#246; rger , gottfried vossen",acm trans . database syst .,acm transactions on database systems ( tods ),1994,2003,0
1950,1131,on the computation of multidimensional aggregates,storage estimation for multidimensional aggregates in the presence of hierarchies,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan","amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy",vldb,very large data bases,1996,1996,0
900,1131,storage estimation for multidimensional aggregates in the presence of hierarchies,storage estimation for multidimensional aggregates in the presence of hierarchies,"jeffrey f. naughton , amit shukla , karthikeyan ramasamy , prasad deshpande","amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy",vldb,very large data bases,1996,1996,1
2292,1131,an array-based algorithm for simultaneous multidimensional aggregates,storage estimation for multidimensional aggregates in the presence of hierarchies,"jeffrey f. naughton , yihong zhao , prasad deshpande","amit shukla , prasad deshpande , jeffrey f. naughton , karthikeyan ramasamy",sigmod conference,very large data bases,1997,1996,0
1950,441,on the computation of multidimensional aggregates,approximating multi-dimensional aggregate range queries over real attributes,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan","dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi",vldb,international conference on management of data,1996,2000,0
1064,441,progressive approximate aggregate queries with a multi-resolution tree structure,approximating multi-dimensional aggregate range queries over real attributes,"iosif lazaridis , sharad mehrotra","dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi",sigmod conference,international conference on management of data,2001,2000,0
903,441,processing complex aggregate queries over data streams,approximating multi-dimensional aggregate range queries over real attributes,"alin dobra , johannes gehrke , rajeev rastogi , minos n. garofalakis","dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi",sigmod conference,international conference on management of data,2002,2000,0
21,441,approximating aggregate queries about web pages via random walks,approximating multi-dimensional aggregate range queries over real attributes,"jittat fakcharoenphol , steve chien , ziv bar-yossef , alexander berg , dror weitz","dimitrios gunopulos , george kollios , vassilis j. tsotras , carlotta domeniconi",vldb,international conference on management of data,2000,2000,0
1950,1026,on the computation of multidimensional aggregates,a foundation for multi-dimensional databases,"sunita sarawagi , ashish gupta , rakesh agrawal , prasad deshpande , jeffrey f. naughton , sameet agarwal , raghu ramakrishnan","marc gyssens , laks v. s. lakshmanan",vldb,very large data bases,1996,1997,0
2272,1026,mpeg-7 standard for multimedia databases,a foundation for multi-dimensional databases,john r. smith,"marc gyssens , laks v. s. lakshmanan",sigmod conference,very large data bases,2001,1997,0
2075,1026,t2 : a customizable parallel database for multi-dimensional data,a foundation for multi-dimensional databases,"alan sussman , anurag acharya , joel h. saltz , chialin chang","marc gyssens , laks v. s. lakshmanan",sigmod record,very large data bases,1998,1997,0
630,1026,fast high-dimensional data search in incomplete databases,a foundation for multi-dimensional databases,"kian-lee tan , cheng hian goh , beng chin ooi","marc gyssens , laks v. s. lakshmanan",vldb,very large data bases,1998,1997,0
1771,1026,watermarking relational databases,a foundation for multi-dimensional databases,"rakesh agrawal , jerry kiernan","marc gyssens , laks v. s. lakshmanan",vldb,very large data bases,2002,1997,0
1247,1100,dynamic multi-resource load balancing in parallel database systems,dynamic load balancing in hierarchical parallel database systems,"robert marek , erhard rahm","luc bouganim , daniela florescu , patrick valduriez",vldb,very large data bases,1995,1996,0
1247,1458,dynamic multi-resource load balancing in parallel database systems,dynamic multi-resource load balancing in parallel database systems,"robert marek , erhard rahm","erhard rahm , robert marek",vldb,very large data bases,1995,1995,1
545,1458,data placement in shared-nothing parallel database systems,dynamic multi-resource load balancing in parallel database systems,"manish mehta , david j. dewitt","erhard rahm , robert marek",vldb j.,very large data bases,1997,1995,0
301,1954,providing better support for a class of decision support queries,sql query optimization : reordering for a general class of queries,"antonio badia , dirk van gucht , sudhir rao","piyush goel , bala iyer",sigmod conference,international conference on management of data,1996,1996,0
526,1954,the onion technique : indexing for linear optimization queries,sql query optimization : reordering for a general class of queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo","piyush goel , bala iyer",sigmod conference,international conference on management of data,2000,1996,0
