ltable_Song_Name,rtable_Song_Name,ltable_Artist_Name,rtable_Artist_Name,ltable_Album_Name,rtable_Album_Name,ltable_Genre,rtable_Genre,ltable_Price,rtable_Price,ltable_CopyRight,rtable_CopyRight,ltable_Time,rtable_Time,ltable_Released,rtable_Released
Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) 2015 300 Entertainment/RGF Productions,"My Way ( feat . Monty ) [ Explicit ] Fetty Wap Fetty Wap ( Deluxe ) [ Explicit ] Rap & Hip-Hop ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves 3:33",Fetty Wap,,,,"Hip-Hop/Rap , Music , Rap",,Album Only,$1.29 ,,,05:11,,,25-Sep-15
"The Nature of Evil Howard Shore Soundtrack , Music , Soundtrack , Classical , Original Score $ 1.29 3:20","Bard , a Man of Lake-town ( Extended Version ) The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ] Soundtracks 2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.",,Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],,,,,$1.29 ,_ ã_ 2013 WaterTower Music,,,03:18,10-Dec-13,10-Dec-13
"The A Team ( Live ) Ed Sheeran iTunes Festival : London 2012 - EP Singer/Songwriter , Music $ 1.99 2012 Warner Music UK LImited 5:01 3-Sep-12","The A Team Ed Sheeran The A Team ( EP ) 4:18 December 6 , 2011",,,,,,Pop,,$1.29 ,,Sam Hunt & David Kilgour / Bandit King Records,,,,
"Because of Your Love Country , Music , Contemporary Country , Urban Cowboy $ 0.99","Fall in Love ( Remix ) Greatest Hits $ 0.99 2:37 September 26 , 2000",Kenny Chesney,Kenny Chesney,Greatest Hits,,,Country,,,2000 BMG Entertainment,( C ) 2014 La industria Inc,04:16,,26-Sep-00,
Thriller ( Live From Hammersmith Palais ) $ 0.99 3:32 20-Nov-07,"This Ai n't A Scene , It 's An Arms Race ( Live From Hammersmith Palais ) Infinity On High - Deluxe Bonus EP $ 1.29 ( C ) 2007 The Island Def Jam Music Group",Fall Out Boy,Fall Out Boy,Infinity On High ( Deluxe Edition ),,"Alternative , Music , Rock , Adult Alternative , Punk",Alternative Rock,,,2007 The Island Def Jam Music Group,,,03:23,,20-Nov-07
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Dance , Music , Rock , House , Electronic , French Pop 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14","Lovers on the Sun ( feat . Sam Martin ) David Guetta Dance & Electronic 2015 If Moving Your Mine November 24 , 2014",,,Listen ( Deluxe Version ),Listen ( Deluxe ),,,$1.29 ,$1.29 ,,,03:20,03:23,,
"Remember You ( feat . The Weeknd ) Wiz Khalifa O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 5:20","You And Your Friends ( feat . Snoop Dogg & Ty Dolla $ ign ) [ Explicit ] Blacc Hollywood ( Deluxe ) [ Explicit ] $ 1.29 3:06 August 19 , 2014",,Wiz Khalifa,,,,Rap & Hip-Hop,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,,4-Dec-12,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta Listen ( Deluxe Version ) Dance , Music , Rock , House , Electronic , French Pop $ 1.29 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 24-Nov-14","Fast Life ( Album Version ( Explicit ) ) [ feat . AX ] [ Explicit ] David Banner May 20 , 2003",,,,Mississippi-The Album ( Explicit Version ),,Pop,,$0.99 ,,"( C ) 2003 Universal Records , a Division of UMG Recordings , Inc.",03:20,04:52,,
"I Do n't Need No B **** ( feat . Devin the Dude & Kobe Honeycutt ) Doggumentary Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap _ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 . 3:59 29-Mar-11","Platinum ( ( Feat . R. Kelly ) [ Edited ] ) Doggumentary [ Edited ] Rap & Hip-Hop , West Coast 4:29",Snoop Dogg,Snoop Dogg,,,,,$1.29 ,$1.29 ,,"( C ) 2011 Capitol Records , LLC",,,,29-Mar-11
"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh ) Shinedown",Fly From The Inside Leave A Whisper Rock $ 1.29,,Shinedown,Leave a Whisper ( Deluxe Version ),,"Rock , Music , Hard Rock , Alternative",,$1.29 ,,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,2015 Mad Decent,03:59,03:55,27-May-03,27-May-03
Who 's That Chick ? ( feat . Rihanna ) [ Single Version ] Who 's That Chick ( feat . Rihanna ) - EP 2010 Gum Prod licence exclusive Parlophone Music France 3-Dec-10,"Play Hard ( feat . Ne-Yo & Akon ) [ Albert Neve Remix ] David Guetta Dance & Electronic March 22 , 2013",David Guetta & Rihanna,,,Play Hard ( feat . Ne-Yo & Akon ) [ Remixes ],"House , Music , Dance , Rock , Electronic",,$0.99 ,$1.29 ,,"2013 What A Music Ltd , Licence exclusive Parlophone Music France",02:45,06:52,,
Take '`` There ( feat . Kiesza ) [ Missy Elliott Remix ] [ Bonus Track ] $ 1.29 2015 Atlantic Recording Corporation for the US and WEA International for the world outside the United States . A Warner Music Group Company 24-Feb-15,Take __ There ( feat . Kiesza ) $ 1.29 3:30,Skrillex & Diplo,"Skrillex , Diplo",Skrillex and Diplo Present Jack '``,Skrillex and Diplo present Jack __ [ Explicit ],"Dance,Music,Hip-Hop / Rap , Jazz , Bop , Electronic , Rap , Rock",Dance & Electronic,,,,2012 Knight Skreams,03:30,,,24-Feb-15
"Peer Pressure ( feat . Traci Nelson ) Hip-Hop/Rap , Music , Rock , Gangsta Rap , West Coast Rap $ 1.29","Boom ( ( Feat . T-Pain ) [ Edited ] ) Snoop Dogg Doggumentary [ Edited ] Rap & Hip-Hop , West Coast $ 1.29",Snoop Dogg,,Doggumentary,,,,,,"_ ã_ 2011 Capitol Records , LLC . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records , LLC , 1750 North Vine Street , Hollywood , CA 90028 .","( C ) 2011 Capitol Records , LLC",04:07,03:50,29-Mar-11,29-Mar-11
Second Chance ( Live Acoustic from Kansas City ) Shinedown,"Miracle ( The Live Room ) $ 1.29 3:35 May 28 , 2013",,Shinedown,Somewhere In the Stratosphere ( Live ),The Warner Sound Live Room EP,"Rock , Music , Metal , Alternative , Hard Rock",Rock,$1.29 ,,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,05:06,,18-Apr-11,
Second Chance ( Live Acoustic from Kansas City ) Shinedown,Bully ( The Live Room ) Shinedown The Warner Sound Live Room EP Rock 2013 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,Somewhere In the Stratosphere ( Live ),,"Rock , Music , Metal , Alternative , Hard Rock",,$1.29 ,$1.29 ,2011 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States .,,05:06,04:02,18-Apr-11,28-May-13
"Happily One Direction Midnight Memories ( Deluxe Edition ) Pop , Music , Rock , Teen Pop , Pop/Rock , Dance $ 1.29 2:55 25-Nov-13","Happily One Direction Midnight Memories Pop $ 1.29 2:55 November 25 , 2013",,,,,,,,,_ ã_ 2013 Simco Limited under exclusive license to Sony Music Entertainment UK Limited,"( C ) 2014 Disney Enterprises , Inc.",,,,
Whateva ( feat . Monty ) Fetty Wap ( Deluxe ) Album Only,"Rewind ( feat . Monty ) [ Explicit ] Fetty Wap [ Explicit ] Rap & Hip-Hop ( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves September 25 , 2015",Fetty Wap,Fetty Wap,,,"Hip-Hop/Rap , Music , Rap",,,$1.29 ,2015 300 Entertainment/RGF Productions,,05:11,05:36,,
"True Colors ( feat . Nicki Minaj ) Wiz Khalifa Blacc Hollywood Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap , Rock 19-Aug-14","True Colors ( feat . Nicki Minaj ) [ Explicit ] Blacc Hollywood [ Explicit ] Rap & Hip-Hop 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company August 19 , 2014",,Wiz Khalifa,,,,,$1.29 ,$1.29 ,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,,04:15,04:15,,
Talkin ' 2 Myself ( feat . Kobe ) Recovery ( Deluxe Edition ) $ 1.29 _ ã_ 2010 Aftermath Records 5:00,No Love [ feat . Lil Wayne ] [ Explicit ] Eminem Recovery ( Amazon Version ) [ Explicit ] [ + video ] [ + digital booklet ] ( C ) 2010 Aftermath Records 4:59,Eminem,,,,"Hip-Hop/Rap , Music , Rock , Hardcore Rap , Rap","Gangsta & Hardcore , Rap & Hip-Hop",,$1.29 ,,,,,21-Jun-10,21-Jun-10
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29,"Fly ( Explicit ) [ feat . Jazze Pha ] David Banner Rap & Hip-Hop ( C ) 2012 Universal Republic Records , a division of UMG Recordings , Inc. 3:10",,,One Love ( Deluxe Version ),The Greatest Story Ever Told ( Explicit Version ),"Dance , Music",,,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,,02:51,,21-Aug-09,15-Jul-08
"Thrift Shop ( feat . Wanz ) Macklemore & Ryan Lewis _ ã_ 2012 Macklemore , LLC . 3:55","Thrift Shop ( feat . Wanz ) [ Explicit ] The Heist [ Deluxe Edition ] [ Explicit ] Rap & Hip-Hop 2014 Selena Garcia & Steven Gomez October 9 , 2012",,Macklemore & Ryan Lewis,The Heist ( Deluxe Edition ),,"Hip-Hop/Rap , Music , Rap , Alternative Rap , West Coast Rap",,$1.29 ,$1.29 ,,,,03:55,1-Aug-12,
Stars Come Out ( Tim Mason Remix ) Zedd Stars Come Out ( Remixes ) - EP $ 1.29 2012 Dim Mak Inc. 5:49 20-May-14,"Beautiful Now ( Marshmello Remix ) [ feat . Jon Bellion ] Beautiful Now ( Remixes ) 3:16 July 10 , 2015",,Zedd,,,"Dance , Music , Electronic , House",Dance & Electronic,,$1.29 ,,( C ) 2015 Interscope Records,,,,
"Cowboy Boots 2012 2012 Macklemore , LLC . 4:17",Cowboy Boots Rap & Hip-Hop 2014 Selena Garcia & Steven Gomez,Macklemore & Ryan Lewis,Macklemore & Ryan Lewis,The Heist,The Heist [ Explicit ],"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",,$1.29 ,$1.29 ,,,,04:17,9-Oct-12,9-Oct-12
Obsession ( feat . JD Davis & Miss B ) Pop Life ( Extended Version ) [ Bonus Version ] Album Only 3:06 18-Sep-07,Memories ( Feat . Kid Cudi ) David Guetta One Love ( Deluxe Version ) Dance & Electronic 3:30,David Guetta,,,,"Dance , Music , Rock , Pop , House , Electronic , Electronica , Adult Alternative",,,$1.29 ,_ ã_ 2007 Gum Records,( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,,,21-Aug-09
VHS Outro ( Interlude ) X Ambassadors $ 1.29 2015 KIDinaKORNER/Interscope Records 30-Jun-15,Smoke ( Interlude ) [ Explicit ] ( C ) 2015 KIDinaKORNER/Interscope Records,,X Ambassadors,VHS,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",Alternative Rock,,$1.29 ,,,01:25,00:24,,30-Jun-15
"Wind Up ( feat . Elephant Man & Opal ) Major Lazer Free the Universe ( Extended Version ) Electronic , Music , Rock , Reggae , Modern Dancehall , Dance 4:27","Jah No Partial ( feat . Flux Pavilion ) Major Lazer Free the Universe 2013 Secretly Canadian / Mad Decent April 16 , 2013",,,,,,Dance & Electronic,$1.29 ,$1.29 ,_ ã_ 2013 Secretly Canadian / Mad Decent,,,04:12,18-Jun-13,
Like Me $ 0.99 5:11,"Tequila Loves Me Kenny Chesney Country Toolroom Productions 4:06 November 7 , 2005",Kenny Chesney,,The Road and the Radio,The Road And The Radio,"Country , Music , Honky Tonk , Urban Cowboy , Contemporary Country",,,$0.99 ,2005 BMG Music,,,,6-Nov-05,
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ],"Bang my Head ( feat . Sia ) Listen ( Deluxe ) Dance & Electronic $ 1.29 November 24 , 2014",David Guetta,David Guetta,One Love ( Deluxe Version ),,"Dance , Music",,$1.29 ,,2010 Gum Prod licence exclusive Parlophone Music France,2015 If Moving Your Mine,02:51,03:53,21-Aug-09,
"The Whisperer ( feat . Sia ) David Guetta Listen Dance , Music , Electronic , House , Rock , French Pop $ 1.29 3:54","The Whisperer ( feat . Sia ) David Guetta Listen ( Deluxe ) $ 1.29 2015 If Moving Your Mine November 24 , 2014",,,,,,Dance & Electronic,,,"2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved",,,03:54,24-Nov-14,
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] Dance , Music $ 1.29 21-Aug-09","Crossroads ( Album Version ( Edited ) ) [ feat . Grout ] [ Clean ] Certified ( Edited Version ) Rap & Hip-Hop September 20 , 2005",David Guetta,David Banner,One Love ( Deluxe Version ),,,,,$0.99 ,2010 Gum Prod licence exclusive Parlophone Music France,"( C ) 2014 Island Records , a division of UMG Recordings , Inc.",02:51,03:45,,
VHS Outro ( Interlude ) X Ambassadors VHS $ 1.29 1:25 30-Jun-15,"VHS Outro ( Interlude ) [ Explicit ] X Ambassadors Alternative Rock ( C ) 2015 KIDinaKORNER/Interscope Records 1:25 June 30 , 2015",,,,VHS [ Explicit ],"Alternative , Music , Rock , Adult Alternative",,,$1.29 ,2015 KIDinaKORNER/Interscope Records,,,,,
"Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta Dance , Music",Sexy Bitch ( Feat . Akon ; Explicit ) ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,David Guetta,One Love ( Deluxe Version ),One Love ( Deluxe Version ),,Dance & Electronic,$1.29 ,$1.29 ,2010 Gum Prod licence exclusive Parlophone Music France,,02:51,03:15,21-Aug-09,21-Aug-09
Toyfriend ( feat . Wynter Gordon ) [ Continuous Mix Version ] David Guetta $ 1.29 2010 Gum Prod licence exclusive Parlophone Music France 2:51,"No Money no Love ( feat . Elliphant & Ms. Dynamite ) David Guetta Listen ( Deluxe ) 3:57 November 24 , 2014",,,One Love ( Deluxe Version ),,"Dance , Music",Dance & Electronic,,$1.29 ,,2015 If Moving Your Mine,,,21-Aug-09,
I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) 3:34,Without You ( feat . Usher ) Dance & Electronic,David Guetta,David Guetta,Nothing But the Beat,Nothing But the Beat 2.0 [ Explicit ],"Dance , Music , Rock , House , Electronic",,$1.29 ,$0.99 ,"2011 What A Music Ltd , Licence exclusive Parlophone Music France",2015 Real Sounds,,03:28,26-Aug-11,26-Aug-11
"Outside ( feat . Ellie Goulding ) [ Oliver Heldens Remix ] Calvin Harris Dance , Music 2015 Sony Music Entertainment UK Limited","How Deep Is Your Love ( Disciples & Unorthodox Remix ) Calvin Harris & Disciples Dance & Electronic ( C ) 2015 Island Records , a division of Universal Music Operations Limited 6:04",,,Outside ( feat . Ellie Goulding ) [ Remixes ] - Single,How Deep Is Your Love ( Remixes ),,,$1.29 ,$1.29 ,,,04:55,,10-Apr-15,7-Aug-15
Anna Sun ( Live ) iTunes Festival : London 2012 - EP $ 1.29 6:11,"Burning Down The House ( Live ) Walk the Moon Tightrope EP Alternative Rock $ 1.29 ( C ) 2012 The Weeknd XO , Inc.",WALK THE MOON,,,,"Alternative , Music",,,,"2012 RCA Records , a division of Sony Music Entertainment",,,03:51,10-Sep-12,18-Jan-13
"All My Love ( feat . Ariana Grande & Machel Montano ) [ Remix ] Major Lazer Electronic , Music , Reggae , Modern Dancehall , Dance $ 1.29 2015 Mad Decent 3:49","Be Together ( feat . Wild Belle ) Major Lazer Peace Is The Mission [ Explicit ] $ 1.29 2015 Mad Decent June 1 , 2015",,,Peace Is The Mission,,,Dance & Electronic,,,,,,03:53,1-Jun-15,
Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) 5:20,Let It Go ( feat . Akon ) [ Explicit ] Rap & Hip-Hop $ 1.29 2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States 4:18,Wiz Khalifa,Wiz Khalifa,,O.N.I.F.C. [ Explicit ],"Hip-Hop/Rap , Music , East Coast Rap , Hardcore Rap , Rap",,$1.99 ,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,4-Dec-12,4-Dec-12
"I 'm a Machine ( feat . Crystal Nicole and Tyrese Gibson ) Nothing But the Beat Dance , Music , House , Electronic , Rock $ 1.29 2011 What A Music Ltd , Licence exclusive Parlophone Music France","Nothing Really Matters ( feat . will.i.am ) [ Explicit ] David Guetta Nothing But the Beat 2.0 [ Explicit ] $ 0.99 2015 Real Sounds 3:39 August 26 , 2011",David Guetta,,,,,Dance & Electronic,,,,,03:34,,26-Aug-11,
"Remember You ( feat . The Weeknd ) O.N.I.F.C. ( Deluxe Version ) Hip-Hop/Rap , Music , Hardcore Rap , East Coast Rap , Rap $ 1.99 5:20 4-Dec-12","We Dem Boyz Remix ( feat . Rick Ross , ScHoolboy Q & Nas ) [ Explicit ] Blacc Hollywood ( Deluxe ) [ Explicit ] Rap & Hip-Hop $ 1.29 2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company 5:19",Wiz Khalifa,Wiz Khalifa,,,,,,,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,,,,,19-Aug-14
Let Go Ryan Adams Ryan Adams 2014 PaxAmericana Recording Company Under Exclusive License To Blue Note Records . 9-Sep-14,"Let Us Worship Him Yolanda Adams The Best Of Yolanda Adams Gospel , Christian January 1 , 1990",,,,,"Rock , Music , Singer/Songwriter , Contemporary Singer/Songwriter , Adult Alternative , Country , Alternative Country , Americana",,$1.29 ,$0.99 ,,( C ) 2004 Universal International Music BV,03:43,03:37,,
"Dangerous ( feat . Sam Martin ) [ Robin Schulz Remix ] [ Radio Edit ] David Guetta 2014 What A Music Ltd. under exclusive license to Parlophone/Warner Music France , under exclusive license to Atlantic Recording Corporation for the United States . All rights reserved . 3:20",When Love Takes Over ( Feat . Kelly Rowland ; Electro Extended ; Continuous Mix Version ) David Guetta Dance & Electronic ( C ) 2014 Swedish House Mafia Holdings Ltd ( BVI ) under exclusive license to Virgin Records Ltd,,,Listen ( Deluxe Version ),One Love ( Deluxe Version ),"Dance , Music , Rock , House , Electronic , French Pop",,$1.29 ,$1.29 ,,,,04:23,24-Nov-14,21-Aug-09
"Judas ( Royksopp 's 30 Pieces Remix ) Lady Gaga Pop , Music , Dance 2011 Interscope Records 21-Nov-11","Electric Chapel ( Two Door Cinema Club Remix ) Lady Gaga ( C ) 2011 Interscope Records 3:59 November 21 , 2011",,,Born This Way ( The Remix ),Born This Way - The Remix,,Pop,Album Only,$1.29 ,,,09:18,,,
In God 's Hands ( feat . Keith Urban ) The Best of Nelly Furtado ( Deluxe Version ) 4:34 16-Nov-10,Te Busque ( Full Spanish Version ) [ feat . Juanes ] Nelly Furtado Loose ( US version ) Pop 3:38,Nelly Furtado & Keith Urban,,,,"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",,$0.99 ,$1.29 ,_ ã_ 2010 Geffen Records,( C ) 2006 Geffen Records,,,,20-Jun-06
